"K","IncDrugs","EnrichedClusters","Percentage","EnrichedClustersDT","PercentageDT","Pval_ATC","Pval_DT"
106,1309,19,17.92,9,8.49,0.345648123828136,0.114271174596654
106,1309,8,7.55,13,12.26,0.853202778978927,0.07932632681326
106,1309,17,16.04,5,4.72,0.0581856045029408,0.247477158836467
106,1309,24,22.64,12,11.32,0.0148629944095596,0.843471687471735
106,1309,11,10.38,3,2.83,0.576427829749297,0.938772367771881
106,1309,17,16.04,9,8.49,0.685790993616367,0.81954066840354
106,1309,16,15.09,8,7.55,0.754150860997509,0.7196231034322
106,1309,15,14.15,15,14.15,0.343503784065531,0.000952904969381964
106,1309,15,14.15,10,9.43,0.913954010298802,0.727868270948352
106,1309,23,21.7,9,8.49,0.0493530456775287,0.727096467641285
106,1309,10,9.43,3,2.83,0.689259205067793,0.799420609069344
106,1309,21,19.81,14,13.21,0.135801038696433,0.45315231344072
106,1309,11,10.38,13,12.26,0.979154213043604,0.785687290091238
106,1309,16,15.09,5,4.72,0.687001829627369,0.792636719238698
106,1309,10,9.43,10,9.43,0.769593741500854,0.336277009259124
106,1309,18,16.98,10,9.43,0.291242108777438,0.637993155159111
106,1309,14,13.21,11,10.38,0.304636403843724,0.00804904603427942
106,1309,16,15.09,14,13.21,0.228758370933015,0.257907636330684
106,1309,18,16.98,11,10.38,0.771840862876706,0.00513328787948704
106,1309,12,11.32,9,8.49,0.762827158178945,0.0714512383964653
106,1309,17,16.04,11,10.38,0.686368718198208,0.848486087677278
106,1309,18,16.98,14,13.21,0.539382482308667,0.221053460201946
106,1309,20,18.87,8,7.55,0.0857487690130248,0.776482453714184
106,1309,14,13.21,13,12.26,0.128313864509628,0.286999073551492
106,1309,16,15.09,11,10.38,0.65539571746122,0.769879631531792
106,1309,14,13.21,9,8.49,0.719866026163587,0.343822761595942
106,1309,14,13.21,3,2.83,0.376743951021821,0.794247188616308
106,1309,12,11.32,7,6.6,0.981767379698443,0.598380538429453
106,1309,15,14.15,10,9.43,0.31915755004019,0.0840816873540991
106,1309,20,18.87,8,7.55,0.620849629804869,0.573698690166373
106,1309,14,13.21,8,7.55,0.483120611821111,0.214312973585011
106,1309,18,16.98,1,0.94,0.480059813937531,0.781410399409975
106,1309,16,15.09,1,0.94,0.497252987281113,0.172011806805825
106,1309,18,16.98,12,11.32,0.93765762585967,0.977639242546653
106,1309,15,14.15,9,8.49,0.685942524299576,0.209593307298253
106,1309,18,16.98,13,12.26,0.0430605791924674,0.0203187653832965
106,1309,17,16.04,1,0.94,0.380364898762289,0.989559437842428
106,1309,14,13.21,6,5.66,0.793593422762614,0.138488203592481
106,1309,16,15.09,8,7.55,0.889855743439339,0.408736820200549
106,1309,13,12.26,12,11.32,0.816027277502396,0.326428513696683
106,1309,17,16.04,6,5.66,0.778038119924718,0.603368939312726
106,1309,14,13.21,10,9.43,0.56753927782983,0.378528703697005
106,1309,14,13.21,4,3.77,0.874342273380452,0.511329882505743
106,1309,16,15.09,7,6.6,0.556039223875937,0.967586422727517
106,1309,16,15.09,11,10.38,0.0264615336832451,0.250371924708522
106,1309,14,13.21,14,13.21,0.967016316404849,0.562043462128336
106,1309,13,12.26,9,8.49,0.86312681881544,0.36443335686321
106,1309,18,16.98,0,0,0.533305463320023,0.999399375362814
106,1309,15,14.15,7,6.6,0.169302153828657,0.269987446775544
106,1309,11,10.38,1,0.94,0.279504958328552,0.965112145663059
106,1309,13,12.26,12,11.32,0.351981535798419,0.173463371158282
106,1309,19,17.92,5,4.72,0.205361469532295,0.149816307672771
106,1309,16,15.09,11,10.38,0.452927039798826,0.42992179219754
106,1309,19,17.92,9,8.49,0.0613432767982955,0.176272251020358
106,1309,18,16.98,10,9.43,0.820407874479979,0.605828497659995
106,1309,14,13.21,12,11.32,0.348914230970026,0.570471008875024
106,1309,16,15.09,9,8.49,0.178766178755345,0.187921042828986
106,1309,12,11.32,0,0,0.589197300062553,0.94736970897285
106,1309,10,9.43,8,7.55,0.50942325778501,0.377136841759677
106,1309,18,16.98,9,8.49,0.122786027797817,0.229622501323433
106,1309,13,12.26,2,1.89,0.785371092648338,0.468882973562887
106,1309,12,11.32,14,13.21,0.910096381463837,0.205336246073339
106,1309,11,10.38,1,0.94,0.901416536119298,0.972761991209887
106,1309,28,26.42,19,17.92,0.0213995068812681,0.435915161627783
106,1309,17,16.04,6,5.66,0.240289927359672,0.141272131951204
106,1309,12,11.32,6,5.66,0.366969843932088,0.436900444094218
106,1309,14,13.21,14,13.21,0.40188293362897,0.20688133045923
106,1309,22,20.75,13,12.26,0.120163886802065,0.615985222465284
106,1309,18,16.98,3,2.83,0.486854002838015,0.355504626939076
106,1309,14,13.21,8,7.55,0.167786265075793,0.499993164644917
106,1309,17,16.04,8,7.55,0.559083815246256,0.154522017429802
106,1309,15,14.15,6,5.66,0.22769094640097,0.862395593066396
106,1309,18,16.98,5,4.72,0.548642745136243,0.7000801080584
106,1309,22,20.75,9,8.49,0.00463198334375583,0.96041495508901
106,1309,15,14.15,0,0,0.492484124404138,0.300906812956934
106,1309,16,15.09,10,9.43,0.0288198308223341,0.27370961611214
106,1309,16,15.09,10,9.43,0.46814471873823,0.832870459371666
106,1309,13,12.26,13,12.26,0.493555935555358,0.0681634977453926
106,1309,19,17.92,7,6.6,0.240809396578033,0.00111197659826227
106,1309,15,14.15,15,14.15,0.905295643596303,0.892030082493912
106,1309,19,17.92,10,9.43,0.276489797622405,0.789626730090466
106,1309,10,9.43,13,12.26,0.91077678933139,0.387819788348158
106,1309,14,13.21,5,4.72,0.430333249548692,0.762320146412996
106,1309,13,12.26,5,4.72,0.569307341090801,0.11071160298111
106,1309,13,12.26,4,3.77,0.848895225192654,0.992171883735143
106,1309,13,12.26,9,8.49,0.530651797001885,0.133611179157338
106,1309,13,12.26,10,9.43,0.673880964077088,0.0288250290602941
106,1309,14,13.21,15,14.15,0.606604452998314,0.226499043214519
106,1309,17,16.04,3,2.83,0.332465452909123,0.243359495562486
106,1309,14,13.21,7,6.6,0.728370181460087,0.670173753456593
106,1309,18,16.98,6,5.66,0.22061089654101,0.547879522046745
106,1309,15,14.15,4,3.77,0.605539516961546,0.857525065584031
106,1309,14,13.21,0,0,0.864590604534847,0.960793682233807
106,1309,19,17.92,1,0.94,0.00910075539994611,0.0960176205236458
106,1309,10,9.43,11,10.38,0.94236289338864,0.502545495188191
106,1309,18,16.98,12,11.32,0.0824793391206124,0.00225151815833181
106,1309,16,15.09,8,7.55,0.0707650759434567,0.244314682563321
106,1309,11,10.38,13,12.26,0.405128392735325,0.533081620833605
106,1309,16,15.09,13,12.26,0.488398651612488,0.0483696387557154
106,1309,12,11.32,7,6.6,0.363094306496773,0.354412887286042
106,1309,12,11.32,12,11.32,0.9581023080837,0.164492665924141
106,1309,16,15.09,14,13.21,0.266356318963807,0.0388308868921871
106,1309,14,13.21,3,2.83,0.123324491957524,0.427423700215466
106,1309,19,17.92,2,1.89,0.0027797159369044,0.77659015365352
106,1309,16,15.09,6,5.66,0.0321252300620353,0.562827861251449
106,1309,14,13.21,5,4.72,0.888426766151129,0.648467203153539
106,1309,12,11.32,7,6.6,0.720285156780228,0.997008857804361
106,1309,19,17.92,9,8.49,0.292348510914807,0.619243675769696
106,1309,17,16.04,3,2.83,0.483120611821111,0.649012926113886
106,1309,9,8.49,9,8.49,0.946289970487626,0.572184251372429
106,1309,15,14.15,10,9.43,0.22309305030372,0.712957716411143
106,1309,14,13.21,1,0.94,0.810885359568988,0.965802693036811
106,1309,14,13.21,13,12.26,0.826537092723988,0.213203866977496
106,1309,14,13.21,3,2.83,0.914114891452749,0.484456843963779
106,1309,12,11.32,13,12.26,0.529796941666452,0.906920507660213
106,1309,13,12.26,10,9.43,0.886983325078306,0.107173084974834
106,1309,12,11.32,14,13.21,0.883383275512349,0.731179159149349
106,1309,19,17.92,15,14.15,0.0139692092874376,0.0645074436090049
106,1309,11,10.38,10,9.43,0.909220217377855,0.56093605065631
106,1309,16,15.09,9,8.49,0.175949183963782,0.880646034304718
106,1309,20,18.87,8,7.55,0.710270613169197,0.794247188616308
106,1309,19,17.92,13,12.26,0.336906680650666,0.054651546200846
106,1309,13,12.26,8,7.55,0.331796484085215,0.218878425832813
106,1309,17,16.04,6,5.66,0.556320143439223,0.596489084557642
106,1309,18,16.98,5,4.72,0.627252349177095,0.993543523114611
106,1309,16,15.09,9,8.49,0.00983137268227862,0.618283213698382
106,1309,17,16.04,12,11.32,0.840141436522125,0.137075134671309
106,1309,15,14.15,1,0.94,0.425804149444977,0.452809129629496
106,1309,16,15.09,12,11.32,0.596456405952882,0.631215574607669
106,1309,13,12.26,11,10.38,0.947298130817912,0.515987228296405
106,1309,12,11.32,0,0,0.759127544628015,0.169741300995134
106,1309,18,16.98,10,9.43,0.23914494859001,0.700784286406974
106,1309,11,10.38,3,2.83,0.310194912796582,0.824277935873593
106,1309,17,16.04,4,3.77,0.107048618844703,0.664435723032313
106,1309,17,16.04,12,11.32,0.766877726261245,0.814030500347712
106,1309,12,11.32,3,2.83,0.869553263267102,0.679700395708172
106,1309,15,14.15,0,0,0.260443858076683,0.00570119246992262
106,1309,15,14.15,6,5.66,0.0974777861749145,0.0717329015424275
106,1309,14,13.21,9,8.49,0.605375926745171,0.436900444094218
106,1309,19,17.92,2,1.89,0.0100517655353674,0.0133729485614429
106,1309,18,16.98,7,6.6,0.765877728933516,0.550592016148873
106,1309,9,8.49,13,12.26,0.0284953356385748,0.000713557522021376
106,1309,9,8.49,8,7.55,0.532321808458729,0.187921159234037
106,1309,14,13.21,1,0.94,0.443358330714786,0.815026589122944
106,1309,16,15.09,17,16.04,0.89388592299215,0.685470112273792
106,1309,18,16.98,16,15.09,0.103027872880836,0.122219696832765
106,1309,17,16.04,3,2.83,0.31353774337412,0.936906562647363
106,1309,13,12.26,14,13.21,0.953188110825871,0.292498109268676
106,1309,18,16.98,1,0.94,0.659251486067255,0.889372798520392
106,1309,15,14.15,7,6.6,0.89472247887939,0.195407458679805
106,1309,13,12.26,0,0,0.660798382866106,0.397363169987464
106,1309,17,16.04,2,1.89,0.0616478446845867,0.15901725773576
106,1309,15,14.15,2,1.89,0.528029858853745,0.358262028091584
106,1309,14,13.21,0,0,0.787590233023116,0.41961811477023
106,1309,18,16.98,13,12.26,0.292463698651531,0.0182667268831633
106,1309,18,16.98,9,8.49,0.601243055535486,0.388974724169887
106,1309,13,12.26,1,0.94,0.649902095185537,0.96981919447711
106,1309,13,12.26,10,9.43,0.9455467750493,0.82981352691627
106,1309,16,15.09,9,8.49,0.0236323033909095,0.091411202968005
106,1309,6,5.66,5,4.72,0.999343324547597,0.882544040959015
106,1309,15,14.15,12,11.32,0.998466821916243,0.870266118442573
106,1309,13,12.26,11,10.38,0.297178533925238,0.07932632681326
106,1309,15,14.15,12,11.32,0.800955952866264,0.756915437375082
106,1309,14,13.21,10,9.43,0.831067722685353,0.740752773913403
106,1309,14,13.21,6,5.66,0.902828109663813,0.974403277727896
106,1309,14,13.21,9,8.49,0.45509349769238,0.741734787072814
106,1309,17,16.04,8,7.55,0.0856843066213812,0.316117560002582
106,1309,14,13.21,7,6.6,0.389543209178218,0.749510570938364
106,1309,12,11.32,3,2.83,0.648246636629368,0.621916107780956
106,1309,16,15.09,5,4.72,0.786332656826211,0.928201914853237
106,1309,21,19.81,16,15.09,0.0597226557485989,0.49093577724954
106,1309,19,17.92,4,3.77,0.464352708753614,0.422214528410895
106,1309,11,10.38,5,4.72,0.771845142437455,0.671585387611525
106,1309,17,16.04,14,13.21,0.447800965024646,0.512586977619246
106,1309,11,10.38,4,3.77,0.949702888314396,0.935333458603855
106,1309,15,14.15,10,9.43,0.654094300702761,0.383592772619022
106,1309,19,17.92,10,9.43,0.215467804164722,0.715686275821765
106,1309,13,12.26,9,8.49,0.356229468845857,0.0048428055321291
106,1309,15,14.15,11,10.38,0.0569722668374116,0.439373844316504
106,1309,16,15.09,5,4.72,0.5143676282443,0.797705923387236
106,1309,18,16.98,16,15.09,0.446906384442786,0.866025589962804
106,1309,14,13.21,12,11.32,0.916221249560174,0.36443335686321
106,1309,13,12.26,9,8.49,0.765538013758578,0.971095938369738
106,1309,20,18.87,8,7.55,0.0137081493712106,0.665609006609824
106,1309,24,22.64,7,6.6,0.303683228478758,0.571355953295859
106,1309,22,20.75,5,4.72,0.122915740802028,0.972752228697158
106,1309,17,16.04,7,6.6,0.0931297934074664,0.426175140361629
106,1309,15,14.15,12,11.32,0.684172678848955,0.224918007712076
106,1309,17,16.04,4,3.77,0.00267629419853522,0.478753477478182
106,1309,11,10.38,7,6.6,0.632172520177752,0.725758087355631
106,1309,19,17.92,6,5.66,0.46191111856213,0.269808503441966
106,1309,12,11.32,8,7.55,0.822126766658006,0.258356447244343
106,1309,16,15.09,8,7.55,0.0860017482787939,0.299706516708989
106,1309,14,13.21,5,4.72,0.720610980588195,0.327122948244391
106,1309,14,13.21,2,1.89,0.253046616143078,0.684360891553436
106,1309,17,16.04,1,0.94,0.871215996315176,0.564769395779132
106,1309,15,14.15,5,4.72,0.362768046377577,0.021834005639508
106,1309,15,14.15,14,13.21,0.55137313516137,0.362036558712891
106,1309,17,16.04,9,8.49,0.285731042090752,0.100227872068699
106,1309,12,11.32,15,14.15,0.983824255005155,0.726195686320265
106,1309,18,16.98,12,11.32,0.120264404995297,0.0126963928762685
106,1309,12,11.32,8,7.55,0.58694126837062,0.688693398764452
106,1309,7,6.6,9,8.49,0.453488788194926,0.133323271578909
106,1309,11,10.38,9,8.49,0.496491115878616,0.616648063883718
106,1309,15,14.15,1,0.94,0.650797183911322,0.158411852556107
106,1309,17,16.04,4,3.77,0.73165622016915,0.74275248794727
106,1309,17,16.04,6,5.66,0.0780886449301719,0.527920981593599
106,1309,17,16.04,0,0,0.842171607684838,0.513051811454062
106,1309,14,13.21,6,5.66,0.620009044767722,0.188753270408925
106,1309,15,14.15,2,1.89,0.913533745323017,0.839043705766003
106,1309,16,15.09,4,3.77,0.120318436728765,0.63875825350896
106,1309,12,11.32,12,11.32,0.886360260828248,0.423791790350691
106,1309,16,15.09,9,8.49,0.595631199335566,0.952237334040388
106,1309,18,16.98,17,16.04,0.0746366263936063,0.476114488395591
106,1309,15,14.15,10,9.43,0.267100103650283,0.70083938463975
106,1309,18,16.98,14,13.21,0.0156978309129255,0.0158574435363664
106,1309,11,10.38,11,10.38,0.880415133396735,0.7664780221503
106,1309,11,10.38,12,11.32,0.994130047639656,0.47124057664483
106,1309,16,15.09,6,5.66,0.140287728075801,0.720469763198642
106,1309,19,17.92,8,7.55,0.274840421715708,0.143489494137594
106,1309,18,16.98,7,6.6,0.205600133563195,0.984876413389571
106,1309,11,10.38,8,7.55,0.901576931297698,0.881212438434361
106,1309,18,16.98,10,9.43,0.644924767388414,0.520118174731288
106,1309,14,13.21,5,4.72,0.987998452639347,0.944576044120747
106,1309,7,6.6,3,2.83,0.999443570656977,0.872856905625056
106,1309,15,14.15,3,2.83,0.753169918051876,0.277486803882103
106,1309,15,14.15,16,15.09,0.637569151568299,0.000138882391349607
106,1309,16,15.09,7,6.6,0.544260317361151,0.894874000705488
106,1309,13,12.26,10,9.43,0.527231387240511,0.815325800285007
106,1309,16,15.09,0,0,0.357058147636865,0.533007446457552
106,1309,15,14.15,0,0,0.698181652235792,0.979344995256633
106,1309,13,12.26,6,5.66,0.54909812535459,0.593381148320596
106,1309,14,13.21,6,5.66,0.694557383882517,0.94449406078714
106,1309,20,18.87,10,9.43,0.150978663012228,0.567561520249931
106,1309,19,17.92,9,8.49,0.44511277298171,0.234948448343101
106,1309,15,14.15,8,7.55,0.884264015533101,0.192994306213898
106,1309,12,11.32,6,5.66,0.564961179061965,0.886037936811301
106,1309,15,14.15,8,7.55,0.335508069874164,0.0874485728822981
106,1309,12,11.32,9,8.49,0.554552754554028,0.842751559133518
106,1309,18,16.98,9,8.49,0.0793205453857403,0.047009534346951
106,1309,12,11.32,8,7.55,0.498155984288811,0.260615449867808
106,1309,18,16.98,5,4.72,0.346162613165532,0.47775840346676
106,1309,15,14.15,7,6.6,0.71758670349655,0.0725900871489942
106,1309,12,11.32,6,5.66,0.928656109533797,0.0997306526125597
106,1309,17,16.04,10,9.43,0.037464684052619,0.733103091325636
106,1309,14,13.21,2,1.89,0.644489966756248,0.706623511736134
106,1309,17,16.04,13,12.26,0.500134953330644,0.48290015445041
106,1309,14,13.21,4,3.77,0.590560323737111,0.57008414209039
106,1309,17,16.04,17,16.04,0.302443017008581,0.0349278962937938
106,1309,13,12.26,13,12.26,0.913089286088157,0.674916424259779
106,1309,21,19.81,2,1.89,0.228767967396935,0.516167919187754
106,1309,20,18.87,11,10.38,0.0686903108732669,0.614550229732762
106,1309,13,12.26,5,4.72,0.769572764214017,0.996613412583681
106,1309,19,17.92,11,10.38,0.0282667369130207,0.102220168803678
106,1309,18,16.98,2,1.89,0.367967419247676,0.84703657987416
106,1309,11,10.38,2,1.89,0.312030457251449,0.347611854913714
106,1309,15,14.15,3,2.83,0.251769956323772,0.938018718717821
106,1309,14,13.21,9,8.49,0.477316147653516,0.790486317351172
106,1309,16,15.09,5,4.72,0.504921070664201,0.782701303892394
106,1309,13,12.26,9,8.49,0.16411823678501,0.754913956950949
106,1309,16,15.09,5,4.72,0.614764878404344,0.994319083178735
106,1309,15,14.15,9,8.49,0.503033240425156,0.377679866148521
106,1309,14,13.21,8,7.55,0.706248755814235,0.825033615898991
106,1309,15,14.15,12,11.32,0.293218661291553,0.823476918471276
106,1309,17,16.04,13,12.26,0.550449036339178,0.138598782505048
106,1309,0,0,3,2.83,0.994698205987516,0.851204456245971
106,1309,9,8.49,6,5.66,0.978150459466753,0.732547816112652
106,1309,15,14.15,14,13.21,0.146388610341168,0.265432562315122
106,1309,14,13.21,10,9.43,0.464352708753614,0.320540400484206
106,1309,14,13.21,7,6.6,0.661845136336396,0.506024780556327
106,1309,14,13.21,12,11.32,0.500241944212535,0.717274306674231
106,1309,19,17.92,14,13.21,0.296370798370925,0.604601681114101
106,1309,13,12.26,1,0.94,0.970480819020432,0.662538796122143
106,1309,12,11.32,6,5.66,0.765538013758578,0.959534447251739
106,1309,8,7.55,5,4.72,0.964379606777817,0.685336543259582
106,1309,17,16.04,8,7.55,0.621747362871453,0.38231758844221
106,1309,15,14.15,13,12.26,0.18269290681322,0.565250553637963
106,1309,11,10.38,6,5.66,0.925355345193141,0.724059000398369
106,1309,16,15.09,8,7.55,0.00726031954661446,0.864759291434885
106,1309,11,10.38,5,4.72,0.371149715331089,0.185382769630265
106,1309,13,12.26,2,1.89,0.134979823921339,0.162848064485743
106,1309,15,14.15,14,13.21,0.746323310320022,0.446119794255041
106,1309,13,12.26,0,0,0.741015223104306,0.80434508527115
106,1309,14,13.21,9,8.49,0.662741267694937,0.396387055133148
106,1309,17,16.04,7,6.6,0.15218991272844,0.14634031043001
106,1309,13,12.26,6,5.66,0.866405750950056,0.883742260524056
106,1309,14,13.21,13,12.26,0.222772883437452,0.263475569210507
106,1309,22,20.75,15,14.15,0.0019410100073749,0.117522389727093
106,1309,17,16.04,9,8.49,0.386345683644744,0.980747674279037
106,1309,15,14.15,6,5.66,0.191238662046532,0.681021174331
106,1309,17,16.04,8,7.55,0.196931302609425,0.862271067757396
106,1309,12,11.32,13,12.26,0.750173090112448,0.649622422381543
106,1309,16,15.09,5,4.72,0.219587056922252,0.343924246864047
106,1309,19,17.92,4,3.77,0.498715461132481,0.999858615425924
106,1309,15,14.15,9,8.49,0.164965774017118,0.693217147911348
106,1309,11,10.38,13,12.26,0.774139668054711,0.322570914653145
106,1309,17,16.04,12,11.32,0.384169764738422,0.174135287453775
106,1309,14,13.21,5,4.72,0.0122513617507325,0.817014093474399
106,1309,8,7.55,9,8.49,0.993056722342568,0.969500411179971
106,1309,12,11.32,3,2.83,0.220169157356426,0.877432945267717
106,1309,20,18.87,12,11.32,0.445547817131814,0.738391186945789
106,1309,18,16.98,10,9.43,0.2959683390559,0.985600860152049
106,1309,14,13.21,8,7.55,0.458571293095053,0.819590314179256
106,1309,17,16.04,5,4.72,0.113634580862528,0.400952209878623
106,1309,20,18.87,11,10.38,0.522197947674547,0.876490290181716
106,1309,16,15.09,0,0,0.366764988586248,0.755055067765103
106,1309,18,16.98,11,10.38,0.0751964256656487,0.408547608385208
106,1309,18,16.98,9,8.49,0.200939617144365,0.961205706073575
106,1309,11,10.38,0,0,0.668604414562904,0.237311149429983
106,1309,14,13.21,7,6.6,0.744208139978876,0.688785629310037
106,1309,14,13.21,11,10.38,0.517340489081467,0.50509606382308
106,1309,17,16.04,7,6.6,0.45048491378121,0.99783997635693
106,1309,18,16.98,9,8.49,0.484013114989063,0.733816699182041
106,1309,11,10.38,7,6.6,0.721847180833588,0.330499311231659
106,1309,11,10.38,8,7.55,0.47960658361547,0.0983844041220271
106,1309,13,12.26,10,9.43,0.351567413373502,0.472493068645282
106,1309,17,16.04,7,6.6,0.64210760189046,0.14247794539676
106,1309,13,12.26,14,13.21,0.816046006337545,0.515464554483008
106,1309,10,9.43,2,1.89,0.799108018941814,0.812817324551212
106,1309,12,11.32,8,7.55,0.904799153518411,0.744988346656418
106,1309,15,14.15,2,1.89,0.817423483734416,0.696713850277736
106,1309,14,13.21,11,10.38,0.371679822059973,0.726070220043083
106,1309,14,13.21,12,11.32,0.302515248854781,0.113992452518723
106,1309,18,16.98,11,10.38,0.50942325778501,0.659725361943003
106,1309,16,15.09,4,3.77,0.413885710614779,0.255044725219647
106,1309,13,12.26,6,5.66,0.469527436109546,0.644790721063926
106,1309,16,15.09,12,11.32,0.303662510915911,0.149475800196545
106,1309,15,14.15,0,0,0.445564593884202,0.398451406185239
106,1309,12,11.32,5,4.72,0.796254879335347,0.187035036242402
106,1309,16,15.09,10,9.43,0.386773539210957,0.0850199557186053
106,1309,12,11.32,10,9.43,0.912393170974189,0.915143095276483
106,1309,14,13.21,0,0,0.670241258741778,0.379388546229375
